Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
713,120,1,40,4671,1,1.2632,2,3,1,1,1,19,1,1,2,1,8,5,1988,1989,1,1,2,3,1,0,2,1,1,2,1,4,2,767,1,0,461,1228,1,3,1,1,1228,0,0,1228,1,0,2,0,2,1,2,5,1,1,1,1,1988,3,2,472,1,1,1,168,120,0,0,0,0,0.94263,0.29467,0.9986,0,10,2008,1,1,189000
714,190,1,60,9873,1,1.0182,1,1,1,1,1,11,4,1,5,1,4,5,1970,1970,1,1,2,3,2,160,1,1,2,1,1,2,3,789,1,0,171,960,2,2,2,1,960,0,0,960,1,0,1,0,3,1,1,6,1,0,0.16893,2,1970,1,2,576,1,1,1,0,288,0,0,0,0,0.90719,1.1112,1.1827,0,5,2006,1,1,129000
715,60,1,60.009,13517,1,0.99151,2,1,1,3,1,8,6,1,1,2,6,8,1976,2005,1,1,2,5,2,289,2,1,2,1,1,1,2,533,1,0,192,725,1,1,1,1,725,754,0,1479,0,0,2,1,3,1,2,6,1,0,-0.075808,1,1976,2,2,475,1,1,1,0,44,0,0,0,0,1.1371,1.1287,1.059,0,3,2010,1,1,130500
716,20,1,78,10140,1,0.92122,1,1,1,1,1,9,1,1,1,1,6,5,1974,1974,2,1,2,3,2,174,1,1,2,2,1,1,1,0,1,0,1064,1064,1,2,1,1,1350,0,0,1350,0,0,2,0,3,1,1,7,1,1,2,1,1974,2,2,478,1,1,1,0,0,0,0,0,0,1.0497,1,1.0374,0,8,2009,1,1,165000
717,70,2,60,10800,1,1,1,2,1,1,1,3,1,1,1,2,7,8,1890,1998,1,1,4,1,1,0,1,2,3,1,1,1,1,0,1,0,718,718,1,1,1,1,1576,978,0,2554,0,0,1,1,3,1,1,8,1,0,-0.96975,2,1996,1,2,704,1,1,3,0,48,143,0,0,0,1.0614,2.1104,0.63207,0,7,2007,1,1,159500
718,20,1,80,10000,1,0.88483,1,1,1,1,1,9,1,1,1,1,5,6,1973,2000,1,1,2,3,1,0,1,1,2,2,1,1,4,1084,1,0,92,1176,1,3,1,1,1178,0,0,1178,0,1,1,1,3,1,2,5,1,1,3,1,1973,1,2,439,1,1,1,224,0,0,0,0,0,1.0916,1,0.9633,0,11,2008,1,1,157000
719,60,1,96,10542,1,1.0117,1,1,1,1,1,14,1,1,1,2,7,5,1993,1994,2,1,4,11,2,651,2,1,1,2,1,3,2,1173,1,0,138,1311,1,1,1,1,1325,1093,0,2418,1,0,2,1,3,1,2,9,1,1,2,1,1993,2,3,983,1,1,1,250,154,216,0,0,0,0.94246,2.6287,1.1292,0,8,2008,1,1,341000
720,20,1,69,9920,1,0.81626,2,1,1,1,1,2,1,1,1,1,5,6,1969,1969,1,1,2,5,1,0,1,1,2,2,1,3,3,523,1,0,448,971,1,2,1,1,971,0,0,971,0,0,1,1,3,1,1,5,1,1,5,1,1969,1,1,300,1,1,1,0,0,0,0,0,0,0.9426,0.80674,0.9737,0,5,2006,1,1,128500
721,120,1,60.005,6563,1,1.4724,2,4,1,3,2,19,1,1,1,1,8,5,1985,1985,1,1,2,3,1,0,2,1,1,2,1,3,2,1148,1,0,594,1742,1,2,1,1,1742,0,0,1742,1,0,2,0,2,1,2,5,1,1,2,1,1985,2,2,564,1,1,1,114,28,234,0,0,0,0.84731,-0.31994,0.91523,0,12,2006,1,1,275000
722,120,2,59.995,4426,1,1.4875,1,1,1,1,1,2,1,1,2,1,6,5,2004,2004,1,1,1,1,2,169,2,1,1,2,1,2,2,662,1,0,186,848,1,1,1,1,848,0,0,848,1,0,1,0,1,1,2,3,1,0,0.2261,1,2004,2,2,420,1,1,1,160,0,0,0,0,0,1.0116,1.5574,0.88779,0,5,2010,1,1,143000
723,20,1,70,8120,1,0.9214,1,1,1,1,1,1,1,1,1,1,4,7,1970,1970,1,1,3,2,1,0,1,2,2,1,1,1,3,191,1,0,673,864,1,1,1,1,864,0,0,864,0,0,1,0,3,1,1,5,1,0,1.1073,2,1994,1,2,463,1,1,1,0,0,0,0,0,0,0.84233,1.5274,0.90752,0,7,2009,1,1,124500
724,50,1,60,8172,1,1.0087,1,1,1,1,1,4,1,1,1,3,4,6,1954,1972,1,1,3,2,1,0,1,1,1,1,1,1,1,0,1,0,941,941,1,1,1,1,997,473,0,1470,0,0,2,0,4,1,1,7,1,0,-0.31836,2,1958,1,1,548,1,1,1,0,0,0,0,156,0,1.1024,0.31273,1.0009,0,5,2008,1,1,135000
725,20,1,86,13286,1,1.0199,2,1,1,1,1,4,1,1,1,1,9,5,2007,2008,2,1,6,6,3,340,3,1,1,3,1,1,2,1234,1,0,464,1698,1,1,1,1,1698,0,0,1698,1,0,2,0,3,1,3,8,1,1,1,1,2007,3,3,768,1,1,1,327,64,0,0,0,0,1.0161,0.1637,0.94949,0,2,2009,1,1,320000
726,20,1,60,6960,1,0.77343,1,1,1,1,1,1,1,1,1,1,4,6,1970,1970,1,1,2,5,1,0,1,1,2,1,1,1,3,375,4,239,250,864,1,2,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1.4431,2,1989,1,2,660,1,1,1,96,0,0,0,0,0,1.1723,2.0089,1,500,11,2009,1,1,120500
727,20,1,59.996,21695,1,0.93246,2,1,1,2,1,12,1,1,1,1,6,9,1988,2007,2,1,4,5,2,260,2,2,2,2,1,1,2,808,1,0,72,880,1,1,1,1,1680,0,0,1680,1,0,2,0,3,1,2,5,1,1,1,1,1988,3,2,540,1,1,1,292,44,0,182,0,0,0.77914,0.44284,0.78578,0,12,2009,1,1,222000
728,20,1,64,7314,1,1.1239,1,1,1,1,1,2,1,1,1,1,7,5,2007,2007,1,1,1,1,3,82,2,1,1,2,1,2,2,724,1,0,508,1232,1,1,1,1,1232,0,0,1232,1,0,2,0,2,1,2,6,1,0,-0.97877,1,2007,2,2,632,1,1,1,132,0,0,0,0,0,1.2306,0.81203,0.94021,0,2,2009,1,1,194500
729,90,1,85,11475,1,0.91577,1,1,1,2,1,1,1,1,3,1,5,5,1958,1958,1,1,1,1,2,95,1,1,2,1,1,1,1,0,1,0,1584,1584,1,2,1,1,1776,0,0,1776,1,0,2,0,4,2,1,9,1,0,-0.7303,2,1968,1,3,888,1,1,1,0,25,0,0,0,0,0.85985,1.7074,1.0573,0,7,2009,3,3,110000
730,30,2,52,6240,1,1,1,1,1,1,1,16,1,1,1,3,4,5,1925,1950,1,1,3,2,1,0,1,1,2,1,1,1,4,152,1,0,628,780,1,2,1,2,848,0,360,1208,0,0,1,0,2,1,1,5,1,0,0.46561,2,1962,1,2,539,1,1,1,0,23,112,0,0,0,1.1057,0.99769,1.119,0,1,2009,1,1,103000
731,120,1,39,5389,1,1.357,2,1,1,1,1,19,1,1,2,1,8,5,1995,1996,1,1,6,6,1,0,2,1,1,2,1,1,2,1180,1,0,415,1595,1,1,1,1,1616,0,0,1616,1,0,2,0,2,1,2,5,1,1,2,1,1995,2,2,608,1,1,1,237,152,0,0,0,0,0.87976,0.25303,0.78836,0,3,2010,1,1,236500
732,80,1,73,9590,1,0.97703,2,1,1,2,1,15,1,1,1,4,7,5,2003,2003,1,1,1,1,2,442,2,1,1,3,1,2,2,786,1,0,82,868,1,1,1,1,1146,0,0,1146,1,0,2,0,3,1,2,6,1,1,1,1,2003,3,2,438,1,1,1,160,22,0,0,0,0,0.8811,0.037701,0.90337,0,5,2007,1,1,187500
733,60,1,75,11404,1,1.0932,2,1,1,1,1,2,1,1,1,2,7,5,1998,1999,1,1,1,1,2,202,2,1,1,2,1,2,3,252,1,0,901,1153,1,1,1,1,1153,878,0,2031,0,0,2,1,3,1,2,8,1,1,2,1,1998,3,2,541,1,1,1,192,84,0,0,0,0,0.92957,1.6976,1.0111,0,7,2008,1,1,222500
734,20,1,80,10000,1,0.97921,1,1,1,2,1,8,2,1,1,1,5,6,1961,1983,2,1,2,3,1,0,1,1,2,1,1,1,4,594,1,0,270,864,1,1,1,1,1144,0,0,1144,1,0,1,0,3,1,1,6,1,1,2,1,1961,2,1,264,1,1,1,165,0,0,0,0,0,0.98184,3,1,400,3,2009,1,1,131400
735,20,1,59.986,8978,1,0.85458,2,1,1,2,1,8,1,1,1,1,5,5,1968,1968,1,1,5,5,1,0,1,1,1,1,1,1,1,0,1,0,948,948,1,2,1,1,948,0,0,948,0,0,1,0,3,1,1,6,1,0,0.38239,1,1968,1,1,300,1,1,1,147,0,0,0,0,0,0.8074,2.2641,0.92585,0,5,2007,1,4,108000
736,75,2,60,10800,1,1.2201,1,1,1,1,1,3,1,1,1,7,7,7,1914,1970,1,1,4,4,1,0,1,1,3,2,1,4,5,390,1,0,490,880,2,4,2,1,880,888,0,1768,0,0,1,1,2,1,1,6,1,2,2,2,1914,1,2,320,1,1,2,0,341,0,0,0,0,0.70253,2.2813,0.81862,0,10,2006,1,1,163000
737,90,1,60,8544,1,0.73113,1,1,1,1,1,1,1,1,3,1,3,4,1950,1950,1,1,9,13,1,0,1,1,2,4.4436,1.4929,-0.037984,1.1162,0,0.88806,0,0,0,1,3,2,3,1040,0,0,1040,0,0,2,0,2,2,1,6,1,0,-0.038312,2,1949,1,2,400,1,1,1,0,0,0,0,0,0,1.1092,-0.32765,1.2949,0,7,2006,1,1,93500
738,60,1,72,10463,1,1.2369,2,3,1,3,1,6,1,1,1,2,8,5,2005,2005,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,893,893,1,1,1,1,901,900,0,1801,0,0,2,1,3,1,2,8,1,1,1,1,2005,3,3,800,1,1,1,0,116,0,0,0,0,0.9875,0.94863,1.0635,0,6,2006,1,1,239900
739,90,1,60,10800,1,1.004,1,1,1,1,1,4,1,1,3,1,5,5,1987,1988,1,1,5,5,1,0,1,1,2,2,2,3,2,1200,1,0,0,1200,1,2,1,1,1200,0,0,1200,3,0,3,0,3,1,1,5,1,0,1.2483,-0.089068,2005,0.2018,0,0,1.217,1.1824,1,120,0,0,0,0,0,0.81471,0.67923,0.87401,0,3,2009,1,5,179000
740,60,1,65,9313,1,1.2811,2,1,1,1,1,2,1,1,1,2,7,5,2004,2004,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,864,864,1,1,1,1,864,864,0,1728,0,0,2,1,3,1,2,7,1,0,0.16803,1,2004,2,2,572,1,1,1,187,56,0,0,0,0,1.0009,1.1243,0.99838,0,4,2009,1,1,190000
741,70,2,60,9600,1,1,1,1,1,1,1,3,1,1,1,2,5,7,1910,2002,1,1,4,7,1,0,1,2,3,4,3,1,1,0,1,0,264,264,1,1,1,1,768,664,0,1432,0,0,2,0,2,1,1,7,1,0,0.2503,2,1910,1,2,360,1,3,1,270,0,112,0,0,0,0.86798,2,0.87611,0,5,2007,1,3,132000
742,20,1,65,6768,1,0.92008,2,1,1,1,1,8,2,1,1,1,6,8,1961,1996,2,1,2,3,1,0,1,2,2,1,1,4,2,832,1,0,80,912,1,3,1,1,912,0,0,912,1,1,1,0,3,1,2,5,1,0,0.94198,2,1962,1,1,288,1,1,1,168,0,0,0,0,0,0.97827,2,0.906,0,5,2008,1,1,142000
743,20,1,65,8450,1,1.0862,1,1,1,1,1,10,1,1,1,1,7,5,2000,2001,1,1,1,1,2,108,1,1,1,2,1,1,1,0,1,0,1349,1349,1,1,1,1,1349,0,0,1349,0,0,2,0,3,1,1,6,1,0,-0.32557,1,2000,1,2,539,1,1,1,120,55,0,0,0,0,1.0087,2,0.93418,0,12,2007,1,1,179000
744,80,1,70,12886,1,0.91545,2,1,1,1,1,8,1,1,1,4,5,6,1963,1999,1,1,2,3,1,0,1,1,2,2,1,2,3,444,1,0,76,520,1,1,1,1,1464,0,0,1464,0,1,2,0,3,1,1,6,2,1,2,1,1997,2,2,480,1,1,1,302,0,0,0,100,0,0.83838,0.95339,0.81463,0,10,2009,1,1,175000
745,120,1,41,5395,1,1.3971,2,3,1,1,1,19,1,1,2,1,8,5,1993,1993,1,1,2,3,1,0,2,1,1,2,1,1,2,733,1,0,604,1337,1,3,1,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,1,2,1,1993,2,2,462,1,1,1,96,0,70,168,0,0,1.1027,-0.3662,1.0626,0,10,2008,1,1,180000
746,60,1,59.953,8963,1,0.92452,2,1,1,1,1,9,1,1,1,2,8,9,1976,1996,2,1,1,1,2,289,3,2,2,1,2,1,2,575,5,80,487,1142,1,1,1,1,1175,1540,0,2715,0,1,3,1,4,1,2,11,1,2,2,3,1994,3,2,831,1,1,1,0,204,0,0,0,0,1.0126,2.4344,1.032,0,7,2008,1,1,299800
747,60,1,60.023,8795,1,1.2095,2,1,1,1,1,6,1,1,1,2,7,5,2000,2000,1,1,1,1,1,0,2,1,1,2,1,1,2,300,1,0,652,952,1,1,1,1,980,1276,0,2256,0,0,2,1,4,1,2,8,1,1,2,3,2000,3,2,554,1,1,1,224,54,0,0,0,0,1.0542,0.58931,0.94272,0,4,2009,1,1,236000
748,70,2,65,11700,1,2,2,1,1,2,1,3,1,1,1,2,7,7,1880,2003,5,1,9,8,1,0,2,1,5,1,3,1,1,0,1,0,1240,1240,2,2,2,1,1320,1320,0,2640,0,0,1,1,4,1,2,8,1,1,1,2,1950,1,4,864,1,1,2,181,0,386,0,0,0,0.83165,1.6715,0.76583,0,5,2009,1,1,265979
749,20,1,59,10593,1,1.3163,2,1,1,1,1,14,1,1,1,1,7,5,1996,1996,2,1,1,1,2,338,2,1,1,2,1,1,2,919,1,0,801,1720,1,1,1,1,1720,0,0,1720,1,0,2,0,3,1,2,7,1,1,2,1,1996,3,2,527,1,1,1,240,56,154,0,0,0,0.96331,0.4773,0.94195,0,3,2010,1,1,260400
750,50,1,50,8405,1,0.92307,1,1,1,1,1,4,1,1,1,3,4,3,1945,1950,1,1,8,7,1,0,1,1,4,2.8231,1.8884,0.91816,1.0858,0,-1.7429,0,0,0,4,2,2,3,1088,441,0,1529,0,0,2,0,4,1,1,9,4,0,-0.21284,2,1945,1,1,240,1,1,2,92,0,185,0,0,0,0.87118,0.97821,1.1767,0,4,2009,1,1,98000
751,50,2,55,8800,1,1,1,1,1,2,1,3,1,1,1,3,4,7,1910,2004,1,1,4,4,1,0,1,1,3,1,3,1,1,0,1,0,576,576,1,3,1,1,792,348,0,1140,0,0,1,0,3,1,1,7,2,0,1.1325,0.67615,2005,1.1803,0,0,1.3736,1.3061,2,0,160,0,0,0,0,0.94241,2.2841,0.88083,0,6,2010,1,1,96500
752,60,1,60.033,7750,1,1.219,1,1,1,1,1,6,4,1,1,2,7,5,2003,2003,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,660,660,1,1,1,1,660,660,0,1320,0,0,2,1,3,1,2,6,1,0,0.055488,1,2003,3,2,400,1,1,1,0,48,0,0,0,0,1.124,1.3038,1.1115,0,8,2007,1,1,162000
753,20,1,79,9236,1,1.051,2,1,1,1,1,2,1,1,1,1,6,5,1997,1997,1,1,1,1,1,0,1,2,1,2,1,3,2,1200,1,0,279,1479,1,1,1,1,1494,0,0,1494,1,0,2,0,3,1,2,6,1,0,0.70034,1,1997,2,2,576,1,1,1,168,27,0,0,0,0,0.92854,0.4178,0.86403,0,7,2006,1,1,217000
754,60,1,80,10240,1,1.1565,1,1,1,1,1,7,1,1,1,2,8,5,2005,2005,1,1,1,1,2,178,2,1,1,2,1,4,1,0,1,0,1030,1030,1,3,1,1,1038,1060,0,2098,0,0,2,1,3,1,3,8,1,1,1,1,2005,2,3,878,1,1,1,192,52,0,0,0,0,1.1944,2.1147,1.0476,0,3,2006,1,1,275500
755,20,1,61,7930,1,0.89543,1,1,1,1,1,1,1,1,1,1,6,8,1969,2005,1,1,5,5,1,0,1,1,2,1,1,1,2,439,3,472,115,1026,1,3,1,1,1026,0,0,1026,1,0,1,0,3,1,2,5,1,0,0.09456,2,1969,2,2,440,1,1,1,171,48,0,0,0,0,1.2079,1.5794,0.96073,0,7,2009,1,1,156000
756,160,3,34,3230,1,2,1,1,1,1,1,5,1,1,2,2,6,5,1999,1999,1,1,3,2,2,894,1,1,1,2,1,1,2,381,1,0,348,729,1,3,1,1,742,729,0,1471,0,0,2,1,3,1,1,6,1,0,1.8863,2,1999,1,2,440,1,1,1,0,24,0,0,0,0,1.0944,0.79937,1.0779,0,3,2009,1,1,172500
757,60,1,68,10769,1,1.3835,2,1,1,1,1,2,1,1,1,2,8,5,2007,2007,1,1,1,1,1,0,2,1,1,2,1,2,2,20,1,0,846,866,1,1,1,1,866,902,0,1768,0,0,2,1,3,1,2,7,1,0,-0.1672,1,2007,2,2,578,1,1,1,144,105,0,0,0,0,0.98165,1.4048,0.96957,0,4,2009,1,1,212000
758,60,1,59.975,11616,1,0.86823,2,1,1,3,1,8,1,1,1,2,6,5,1978,1978,2,1,2,3,4,328,1,1,2,1,1,4,5,438,1,0,234,672,1,2,1,1,672,714,0,1386,0,0,2,1,3,1,1,6,1,1,2,1,1978,3,2,440,1,1,1,335,0,0,0,0,0,0.8918,2,0.83349,0,4,2010,1,3,158900
759,160,3,24,2280,1,2,1,1,1,1,1,5,1,1,4,2,7,5,1999,1999,1,1,3,2,2,360,1,1,1,2,1,1,3,549,1,0,195,744,1,3,1,1,757,744,0,1501,0,0,2,1,3,1,1,6,1,0,1.229,2,1999,1,2,440,1,1,1,0,0,0,0,0,0,1.2141,0.28149,1.114,0,8,2008,1,1,179400
760,60,1,65,12257,1,1.2821,2,1,1,1,1,14,1,1,1,2,8,5,1995,1995,1,1,1,1,2,513,2,1,1,2,1,2,6,56,5,64,1198,1318,1,1,1,1,1328,1203,0,2531,0,0,2,1,4,1,2,9,1,1,2,1,1995,2,3,752,1,1,1,222,98,0,0,0,0,1.0341,1.9849,1.0153,0,11,2007,1,1,290000
761,20,1,70,9100,1,1.0071,1,1,1,1,1,1,1,1,1,1,6,6,1959,1959,2,1,4,4,1,0,1,1,2,1,1,1,5,612,1,0,252,864,1,1,1,1,864,0,0,864,0,0,1,0,2,1,1,5,1,0,0.48619,2,2008,1,1,300,4,5,1,0,0,0,0,0,0,0.84956,2.7117,1,450,10,2009,1,1,127500
762,30,2,60,6911,1,1.1436,1,1,1,4,1,11,2,1,1,1,5,5,1924,1950,1,1,4,4,1,0,1,1,1,1,1,4,6,405,1,0,740,1145,1,2,1,1,1301,0,0,1301,0,0,1,0,2,1,4,5,3,0,-0.74875,2,1965,1,2,440,1,1,1,0,0,0,0,0,0,0.91956,4.1204,0.93193,0,10,2009,1,1,100000
763,60,3,72,8640,1,1.7359,1,1,1,1,1,5,1,1,1,2,7,5,2009,2009,1,1,1,1,1,0,1,1,1,2,1,4,2,24,1,0,732,756,1,1,1,1,764,783,0,1547,0,0,2,1,3,1,2,7,1,0,0.69756,1,2009,1,2,614,1,1,1,169,45,0,0,0,0,1.05,0.85245,0.99138,0,6,2010,9,1,215200
764,60,1,82,9430,1,1.0766,1,1,1,1,1,14,1,1,1,2,8,5,1999,1999,1,1,1,1,2,673,2,1,1,2,1,4,2,1163,1,0,89,1252,1,1,1,1,1268,1097,0,2365,1,0,2,1,3,1,2,8,1,1,1,1,1999,2,3,856,1,1,1,0,128,0,0,180,0,1.2921,2.1057,1.0488,0,7,2009,1,1,337000
765,120,1,30,9549,1,1.3413,2,1,1,3,1,23,1,1,2,1,8,5,1995,1996,2,1,7,9,1,0,2,2,1,2,2,2,6,437,6,1057,0,1494,1,1,1,1,1494,0,0,1494,1,0,1,1,2,1,3,6,1,1,1,1,1995,3,2,481,1,1,1,0,30,0,0,216,0,1.5216,2.2383,1.4664,0,4,2006,1,1,270000
766,20,1,75,14587,1,1.1531,2,1,1,1,1,5,1,1,1,1,9,5,2008,2008,1,1,1,1,3,284,2,1,1,2,1,1,1,0,1,0,1498,1498,1,1,1,1,1506,0,0,1506,0,0,2,0,2,1,3,6,1,1,1,1,2008,3,2,592,1,1,1,0,174,0,0,0,0,0.97647,1.1072,0.89094,0,8,2008,2,2,264132
767,60,1,80,10421,1,1.0896,1,1,1,1,1,9,1,1,1,2,7,5,1988,1988,1,1,2,3,2,42,1,1,2,2,1,1,2,394,1,0,586,980,1,2,1,1,980,734,0,1714,0,0,2,1,3,1,1,7,1,1,2,1,1988,1,2,496,1,1,1,228,66,156,0,0,0,1.146,1,1,500,3,2010,1,1,196500
768,50,1,75,12508,1,0.83461,2,1,1,1,1,13,1,1,1,3,6,7,1940,1985,1,1,1,1,1,0,1,1,2,2,1,4,3,660,1,0,323,983,1,1,1,1,983,767,0,1750,1,0,2,0,4,1,1,7,4,0,0.50598,1,1989,1,1,423,1,1,1,245,0,156,0,0,0,0.87754,1.1543,1,1300,7,2008,1,1,160000
769,20,1,70,9100,1,1.3434,1,1,1,1,1,2,1,1,1,1,7,5,2004,2005,2,1,1,1,1,0,2,1,1,2,1,1,2,24,1,0,1836,1860,1,1,1,1,1836,0,0,1836,0,0,2,0,3,1,2,8,1,1,1,1,2004,3,2,484,1,1,1,120,33,0,0,0,0,0.85264,1.9681,1.1003,0,10,2006,1,1,216837
770,60,1,47,53504,1,1.089,3,3,1,3,2,19,1,1,1,2,8,5,2003,2003,2,1,6,7,2,603,3,1,1,2,1,3,3,1416,1,0,234,1650,1,1,1,1,1690,1589,0,3279,1,0,3,1,4,1,3,12,4,1,1,3,2003,3,3,841,1,1,1,503,36,0,0,210,0,1.0196,2.1737,1.23,0,6,2010,1,1,538000
771,85,1,59.989,7252,1,1.022,2,1,1,3,1,8,1,1,1,5,5,5,1982,1982,2,1,4,4,1,0,1,1,2,2,1,2,2,685,1,0,173,858,1,2,1,1,858,0,0,858,1,0,1,0,2,1,1,5,1,0,1.0444,2,1983,1,2,576,1,1,1,120,0,0,0,0,0,0.70723,1.4358,0.92213,0,4,2009,1,1,134900
772,20,1,67,8877,1,1.0192,1,1,1,1,1,4,1,1,1,1,4,5,1951,1951,1,1,4,4,1,0,1,1,2,4,3,1,6,836,1,0,0,836,1,2,1,3,1220,0,0,1220,0,0,1,0,2,1,1,6,1,0,0.081985,2,1951,1,2,396,1,1,1,0,0,0,0,0,0,1.0333,-0.12074,1.1138,0,4,2006,3,1,102000
773,80,1,94,7819,1,0.92142,1,1,1,1,1,4,1,1,1,4,6,5,1976,1976,1,1,5,5,1,0,1,1,2,1,1,2,3,422,4,127,480,1029,1,2,1,1,1117,0,0,1117,1,0,1,0,3,1,1,6,1,1,2,2,1976,1,2,672,1,1,1,144,0,0,0,0,0,0.84519,1,0.77501,0,3,2010,1,3,107000
774,20,1,70,10150,1,1.1014,1,1,1,1,1,1,2,1,1,1,5,5,1958,1958,1,1,4,4,1,1,1,1,2,1,1,1,5,456,1,0,456,912,1,1,1,2,912,0,0,912,0,0,1,0,2,1,1,5,1,0,-1.1044,1,1958,2,1,275,1,1,1,0,0,0,0,0,0,0.96854,2.3493,1.0015,0,7,2007,3,1,114500
775,20,1,110,14226,1,1.1546,1,1,1,2,1,7,1,1,1,1,8,5,2006,2006,2,1,1,1,2,375,2,1,1,2,1,2,1,0,1,0,1935,1935,1,3,1,1,1973,0,0,1973,0,0,2,0,3,1,2,9,1,1,1,1,2006,3,3,895,1,1,1,315,45,0,0,0,0,0.86381,2.7946,1.0186,0,7,2007,2,2,395000
776,120,2,32,4500,1,1.5343,1,1,1,4,1,13,1,1,2,1,6,5,1998,1998,2,1,1,1,2,320,1,1,1,3,1,1,2,866,1,0,338,1204,1,1,1,1,1204,0,0,1204,1,0,2,0,2,1,1,5,1,0,0.61795,1,1998,3,2,412,1,1,1,0,247,0,0,0,0,0.79936,0.88634,0.95094,0,6,2009,1,1,162000
777,20,1,86,11210,1,1.2347,2,1,1,1,1,2,1,1,1,1,7,5,2005,2006,1,1,1,1,2,240,2,1,1,2,1,2,2,20,1,0,1594,1614,1,1,1,1,1614,0,0,1614,0,0,2,0,3,1,2,7,1,0,-0.047396,1,2005,2,3,865,1,1,1,144,59,0,0,0,0,0.87051,0.81761,0.92326,0,7,2006,2,2,221500
778,20,1,100,13350,1,0.85528,2,1,1,1,1,8,1,1,1,1,5,5,1974,1974,2,1,2,5,1,0,1,1,2,1,1,1,3,762,1,0,102,864,1,2,1,1,894,0,0,894,1,0,1,0,3,1,1,5,1,1,3,1,1974,1,2,440,1,1,1,241,0,0,0,0,0,0.97874,1,0.91864,0,6,2006,1,1,142500
779,90,4,60,8400,1,1.6647,1,1,1,1,1,10,2,1,3,1,5,5,1977,1977,1,1,5,5,2,320,1,1,4,-0.27156,0.88724,1.5131,1.1237,0,0.57214,0,0,0,1,2,1,1,2020,0,0,2020,0,0,2,0,4,2,1,10,1,2,2,2,1977,1,2,630,1,1,1,0,0,0,0,0,0,1.1826,2.4793,1.1635,0,10,2007,1,1,144000
780,90,1,78,10530,1,0.93164,1,1,1,1,1,13,1,1,3,5,6,5,1977,1977,1,1,5,11,2,90,1,1,2,2,1,3,2,975,1,0,0,975,1,2,1,1,1004,0,0,1004,1,0,1,0,2,1,1,4,1,0,-0.12128,1,1977,1,2,504,1,1,1,0,0,0,0,0,0,1.0033,-0.065428,0.90588,0,5,2006,1,1,135000
781,20,1,63,7875,1,1.0747,1,1,1,1,1,6,1,1,1,1,7,5,1995,1996,1,1,2,3,2,38,1,1,1,2,2,1,1,0,1,0,1237,1237,1,3,1,1,1253,0,0,1253,0,0,2,0,3,1,1,6,1,1,2,1,1995,3,2,402,1,1,1,220,21,0,0,0,0,1.1286,0.32426,0.92643,0,6,2007,1,1,176000
782,60,1,65,7153,1,1.2302,1,1,1,1,1,10,1,1,1,2,6,5,1992,1992,1,1,1,1,1,0,2,2,1,2,1,1,3,387,1,0,374,761,1,1,1,1,810,793,0,1603,0,0,2,1,3,1,2,7,1,0,0.3754,1,1992,2,2,484,1,1,1,0,124,0,0,0,0,1.0154,1.3308,1.0882,0,7,2006,1,1,175900
783,20,1,67,16285,1,1.3341,3,1,1,1,1,2,1,1,1,1,7,5,2001,2002,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,1413,1413,1,1,1,1,1430,0,0,1430,0,0,2,0,3,1,2,6,1,0,0.42646,1,2001,2,2,605,1,1,1,0,33,0,0,0,0,0.94488,-0.058416,0.93666,0,6,2009,1,1,187100
784,85,1,59.97,9101,1,0.70487,2,1,1,2,1,13,1,1,1,5,5,6,1978,1978,1,1,5,5,2,104,1,2,1,2,1,2,2,1097,1,0,0,1097,1,1,1,1,1110,0,0,1110,1,0,1,0,1,1,2,4,1,1,2,1,1978,3,2,602,1,1,1,303,30,0,0,0,0,0.63138,1.2715,0.75934,0,7,2009,1,1,165500
