Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2254,80,1,60.032,10147,1,1.0391,2,1,1,3,1,7,1,1,1,4,6,5,1994,1994,1,1,3,3,2,32,1,1,1,2,1,1,6,186,1,0,206,392,1,3,1,1,924,770,0,1694,0,0,2,1,3,1,1,7,1,1,2,3,1994,3,2,398,1,1,1,256,64,0,0,0,0,0.98479,1,0.97594,0,3,2007,1,1
2255,60,1,59.971,8637,1,0.92681,2,1,1,1,1,7,1,1,1,2,6,5,1999,2000,1,1,1,1,1,0,1,1,1,2,1,1,3,871,1,0,52,923,1,3,1,1,947,767,0,1714,1,0,2,1,3,1,1,7,1,1,2,1,2000,3,2,451,1,1,1,256,48,0,0,0,0,1.0013,1.8532,1.0457,0,4,2007,1,3
2256,60,1,63,7875,1,0.96523,1,1,1,1,1,7,1,1,1,2,7,5,1996,1996,1,1,3,3,1,0,2,1,1,2,1,1,4,414,1,0,277,691,1,3,1,1,691,862,0,1553,0,0,2,1,3,1,2,6,1,0,0.27237,1,1996,3,2,420,1,1,1,0,44,0,0,0,0,0.97965,1.256,0.98942,0,8,2007,1,1
2257,60,1,60,7500,1,1.0398,1,1,1,1,1,7,1,1,1,2,6,5,1999,2003,1,1,1,1,1,0,1,1,1,2,1,1,2,0,1,0,938,938,1,1,1,1,957,1342,0,2299,0,0,3,1,5,1,1,7,1,1,2,1,1999,3,2,482,1,1,1,188,30,0,0,0,0,1.006,1.1602,0.97427,0,8,2007,1,1
2258,20,1,59.996,9556,1,1.0305,2,1,1,2,1,7,1,1,1,1,7,5,1992,1993,1,1,3,3,2,52,1,1,1,2,1,1,2,0,1,0,1168,1168,1,3,1,1,1187,0,0,1187,0,0,2,0,3,1,2,6,1,0,-0.026369,1,1992,2,2,420,1,1,1,0,21,0,0,0,0,1.0023,1.036,1.0118,0,8,2007,1,1
2259,60,1,59.982,7655,1,0.87703,2,1,1,3,1,7,1,1,1,2,6,5,1993,1994,1,1,3,3,1,0,1,1,1,2,1,1,2,0,1,0,903,903,1,3,1,1,910,732,0,1642,0,0,2,1,3,1,1,7,1,1,2,1,1993,2,2,392,1,1,1,290,84,0,0,0,0,1.0168,2.0274,0.93095,0,7,2007,1,1
2260,20,1,160,18160,2,0.62499,1,1,1,1,1,7,1,1,1,1,6,6,1964,1964,1,1,3,3,4,138,1,1,2,1,1,2,5,550,1,0,752,1302,1,4,1,1,1128,0,0,1128,1,0,1,0,3,1,1,6,1,1,2,1,1964,1,2,480,1,1,3,0,108,246,0,0,0,1.0174,1,1.3463,0,3,2007,1,5
2261,120,1,38,4740,1,1.1268,2,1,1,1,1,17,1,1,2,1,8,5,1988,1988,1,1,6,6,1,0,2,1,2,2,1,3,1,248,1,0,918,1166,1,3,1,1,1179,0,0,1179,1,0,2,0,2,1,1,5,1,0,0.11031,1,1988,2,2,480,1,1,1,0,108,0,0,135,0,0.98399,2.4987,1.1439,0,10,2007,1,1
2262,120,1,35,5118,1,1.0378,2,2,1,1,1,17,1,1,2,1,8,5,1990,1990,1,1,6,6,1,0,2,1,1,2,1,3,1,926,1,0,386,1312,1,3,1,1,1321,0,0,1321,1,0,1,0,1,1,2,4,1,1,2,1,1990,2,2,484,1,1,1,0,64,140,0,0,0,0.95321,1.5193,0.93256,0,8,2007,1,1
2263,60,1,98,12328,1,0.98142,2,1,1,1,1,17,1,1,1,2,8,5,2005,2005,2,1,1,1,3,146,2,1,1,3,1,4,1,986,1,0,163,1149,1,1,1,1,1164,1377,0,2541,1,0,3,1,4,1,3,10,1,1,1,3,2005,3,3,729,1,1,1,120,32,0,0,0,0,1.0188,-0.11458,0.89472,0,7,2007,1,1
2264,20,1,52,51974,1,1.3472,2,1,1,3,1,17,5,1,1,1,9,5,2006,2007,2,1,1,1,2,710,3,1,1,3,1,2,1,1101,1,0,1559,2660,1,1,1,1,2338,0,0,2338,1,0,2,1,4,1,2,8,1,2,1,1,2005,3,3,1110,3,1,1,0,135,0,0,322,0,0.95368,1.3292,0.99374,0,6,2007,2,2
2265,190,1,195,41600,1,0.39279,2,1,1,4,1,7,1,1,5,1,5,5,1969,1990,1,1,3,3,1,0,1,1,2,2,1,3,3,1047,1,0,53,1100,2,2,1,1,1424,0,0,1424,1,0,1,1,3,1,1,7,4,0,-0.60035,4,1969,1,3,828,1,1,2,144,0,0,0,0,0,0.99694,1.3605,0.86089,0,11,2007,1,1
2266,120,1,61,8035,1,1.3979,2,2,1,1,1,17,1,1,2,1,9,5,2006,2006,1,1,2,2,2,165,2,1,1,3,1,3,1,797,1,0,815,1612,1,1,1,1,1612,0,0,1612,1,0,2,0,2,1,3,6,1,1,1,1,2006,3,2,556,1,1,1,0,164,0,0,0,0,0.98398,0.77499,1.0003,0,3,2007,1,1
2267,20,1,85,14082,1,1.0111,2,2,1,1,1,17,1,1,1,1,8,5,2006,2006,2,1,1,1,2,945,2,1,1,3,3,3,1,1558,1,0,662,2220,1,1,1,1,2234,0,0,2234,1,0,1,1,1,1,2,7,1,1,1,1,2006,2,2,724,1,1,1,390,80,0,0,0,0,0.94957,2.6277,0.72921,0,1,2007,1,1
2268,20,1,81,13870,1,0.82509,2,2,1,1,1,17,7,4,1,1,10,5,2006,2007,2,1,6,6,2,250,3,1,1,3,1,3,1,1152,1,0,590,1742,1,1,1,1,2042,0,0,2042,1,0,2,0,3,1,3,8,1,1,1,1,2007,3,3,724,1,1,1,240,52,0,0,174,0,0.95623,0.65849,1.1374,0,10,2007,2,2
2269,20,1,59.964,10960,1,1.0231,2,1,1,1,1,11,1,1,1,1,6,5,1984,1984,2,1,3,3,1,0,1,1,2,2,1,1,1,256,1,0,1028,1284,1,2,1,1,1284,0,0,1284,1,0,2,0,3,1,1,5,1,0,1.2468,1,1984,1,2,480,1,1,1,0,0,192,0,0,0,0.97095,0.36328,1.0581,0,4,2007,3,3
2270,60,1,78,12090,1,1.1387,1,1,1,1,1,11,1,1,1,2,7,7,1981,2003,1,1,2,2,2,306,2,1,2,2,1,1,3,321,1,0,404,725,1,1,1,1,725,754,0,1479,0,0,2,1,3,1,2,6,1,1,2,1,1981,2,2,484,1,1,1,167,72,0,0,0,0,1.0089,1.4712,1.0429,0,3,2007,1,1
2271,20,1,93,12299,1,0.86403,1,1,1,1,1,11,1,1,1,1,7,6,1978,1985,1,1,5,5,3,67,1,1,2,2,1,1,1,1328,1,0,201,1529,1,2,1,1,1664,0,0,1664,1,0,2,0,3,1,2,7,1,1,2,1,1978,3,2,663,1,1,1,0,0,0,0,0,0,1.0025,1.5198,0.99909,0,9,2007,1,1
2272,60,1,61,11339,1,0.90997,2,1,1,1,1,11,7,1,1,2,7,5,1979,1979,2,3,3,5,2,549,1,1,2,2,1,1,3,758,1,0,22,780,1,2,1,1,1085,845,0,1930,1,0,2,1,4,1,2,9,1,1,2,1,1979,3,2,481,1,1,1,192,72,0,0,0,0,0.98768,0.82165,0.85383,0,3,2007,1,1
2273,20,1,79,11850,1,0.80655,1,1,1,4,1,11,1,1,1,1,6,6,1984,1984,1,1,5,5,2,98,1,1,2,2,1,1,3,781,1,0,372,1153,1,2,1,1,1177,0,0,1177,0,0,2,0,3,1,2,6,1,0,1.8941,1,1984,3,2,495,1,1,1,204,103,0,0,0,0,1.009,1,1.011,0,8,2007,1,1
2274,20,1,80,10400,1,1.1487,1,1,1,1,1,11,1,1,1,1,6,5,1979,1999,1,1,2,2,2,253,1,1,2,2,1,1,1,903,1,0,356,1259,1,1,1,1,1353,0,0,1353,1,0,2,0,2,1,1,5,1,1,2,1,1979,2,2,478,1,1,1,240,141,0,0,0,0,0.99732,2.4431,1.0422,0,8,2007,1,1
2275,20,1,128,13001,1,0.51532,2,1,1,1,1,11,5,1,1,1,6,5,1971,1971,2,1,3,3,2,176,1,1,2,1,1,4,3,492,4,121,1012,1625,1,2,1,1,1220,0,0,1220,0,1,2,0,2,1,1,6,1,1,2,1,1971,1,2,944,1,1,1,0,0,249,0,0,0,1.015,0.62642,1.0287,0,9,2007,1,1
2276,80,1,64,8991,1,0.8699,2,1,1,3,1,11,5,1,1,4,7,6,1976,1976,1,1,5,5,3,130,1,1,2,2,1,3,1,624,2,604,0,1228,1,2,1,1,1324,0,0,1324,0,1,2,0,3,1,2,5,1,1,3,1,1976,3,2,585,1,1,1,407,36,0,0,0,0,1.0393,0.35823,0.78256,0,2,2007,1,1
2277,60,1,80,8000,1,0.77453,1,1,1,1,1,11,5,1,1,2,6,6,1974,1974,1,1,3,3,1,0,1,1,2,1,1,1,3,931,3,153,0,1084,1,2,1,1,1084,793,0,1877,1,0,2,1,4,1,1,8,1,1,2,1,1974,1,2,488,1,1,1,0,96,0,0,0,0,1.0222,2.2831,0.92635,0,11,2007,1,1
2278,20,1,63,9457,1,0.90626,1,1,1,1,1,1,1,1,1,1,5,6,1970,1990,1,1,2,2,1,0,1,1,2,1,1,1,3,566,1,0,359,925,1,2,1,1,1422,0,0,1422,1,0,1,0,3,1,1,7,2,0,-0.016126,2,1988,1,2,576,1,1,1,252,0,0,0,0,0,0.97386,3,0.96983,0,9,2007,1,1
2279,20,1,66,7920,1,1.0902,1,1,1,1,1,1,1,1,1,1,5,5,1970,2002,1,1,3,3,2,32,1,1,2,1,1,1,3,81,6,619,214,914,1,1,1,1,914,0,0,914,0,0,1,0,3,1,3,5,1,0,2.6765,1,1970,2,1,368,1,4,1,120,0,0,0,0,0,1.0315,-0.79599,1.016,0,10,2007,1,1
2280,20,1,60.021,17199,1,1.0284,1,1,1,4,1,1,1,1,1,1,4,7,1961,1961,1,1,2,2,1,0,1,2,3,1,1,1,3,314,1,0,600,914,1,1,1,1,914,0,0,914,0,0,1,0,2,1,1,4,1,0,0.82556,5,1961,1,1,270,2,1,1,140,0,0,0,0,0,0.99205,3,0.86341,0,7,2007,1,1
2281,120,5,33,4113,1,2.0759,2,1,1,1,1,1,1,1,2,1,6,5,2001,2001,1,1,2,2,1,0,2,1,1,2,1,4,2,0,1,0,1337,1337,1,1,1,1,1337,0,0,1337,0,0,2,0,2,1,2,5,1,1,2,1,2001,3,2,511,1,1,1,136,68,0,0,0,0,0.99719,-0.71099,1.045,0,7,2007,1,1
2282,120,5,26,10943,1,2.0715,3,1,1,4,1,1,1,1,2,1,6,5,1997,1998,1,1,2,2,1,0,2,1,1,2,1,1,1,930,1,0,475,1405,1,1,1,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,1,2,1,1997,3,2,522,1,1,1,0,68,0,0,0,0,0.9945,-0.68148,1.0565,0,10,2007,1,1
2283,160,2,21,2205,1,1.4174,1,1,1,1,1,21,1,1,4,2,6,6,1973,1973,1,1,3,3,2,567,1,1,2,1,1,1,3,312,1,0,213,525,1,2,1,1,525,567,0,1092,0,0,1,1,3,1,1,6,1,0,0.68111,2,1973,1,1,264,1,1,1,144,0,0,0,0,0,1.0142,1.5235,0.98227,0,2,2007,1,1
2284,160,2,21,2058,1,1.4603,1,1,1,1,1,21,1,1,4,2,6,5,1973,1973,1,1,3,3,2,265,1,1,2,1,1,1,2,0,1,0,672,672,1,1,1,1,672,546,0,1218,0,0,1,1,4,1,3,7,1,0,1.4585,2,1973,1,1,264,1,1,1,0,28,0,0,0,0,1.0257,-0.12396,1.0612,0,12,2007,1,1
2285,120,1,24,2304,1,1.3563,1,1,1,1,1,22,1,1,4,1,7,7,1978,1978,1,1,5,11,1,0,1,1,2,2,1,1,1,632,1,6,423,1061,1,2,1,1,1055,0,0,1055,0,0,2,0,2,1,1,4,1,0,-0.64773,1,1978,1,1,319,1,1,1,108,32,0,0,0,0,0.98748,2.8647,0.97997,0,4,2007,1,1
2286,20,1,65,7150,1,1.0104,1,1,1,1,1,1,1,1,1,1,5,6,1966,1966,2,1,3,3,2,52,1,1,2,1,1,1,5,725,1,0,263,988,1,2,1,1,988,0,0,988,1,0,1,0,3,1,1,5,1,0,0.22085,2,1974,1,1,360,1,1,1,0,0,0,0,0,0,1.0006,1.0948,1.0436,0,11,2007,1,1
2287,20,1,96,12469,1,0.85932,1,1,1,4,1,6,1,1,1,1,9,5,2006,2007,2,1,1,1,3,378,3,1,1,3,1,3,1,1151,1,0,639,1790,1,1,1,1,1816,0,0,1816,1,0,2,0,3,1,3,7,1,1,1,1,2007,3,3,730,1,1,1,186,36,0,0,0,0,0.99475,0.10516,0.90612,0,8,2007,2,2
2288,20,1,91,11825,1,1.1425,1,1,1,1,1,6,1,1,1,1,8,5,2006,2007,1,1,6,6,3,302,2,1,1,3,1,4,2,0,1,0,1694,1694,1,1,1,1,1694,0,0,1694,0,0,2,0,3,1,2,7,1,1,1,1,2006,2,3,856,1,1,1,0,112,0,0,0,0,1.0144,1.3445,1.1037,0,6,2007,2,2
2289,20,1,110,14333,1,0.8331,1,1,1,2,1,6,1,1,1,1,8,5,2007,2007,1,1,1,1,1,0,2,1,1,2,1,3,1,1518,1,0,590,2108,1,1,1,1,2122,0,0,2122,1,0,2,1,2,1,2,7,1,1,5,1,2007,3,3,938,1,1,1,130,142,0,0,0,0,0.96744,2.0751,0.88226,0,11,2007,2,2
2290,60,1,107,13641,1,0.88406,1,1,1,1,1,6,1,1,1,2,9,5,2007,2007,2,1,6,6,2,456,3,1,1,3,1,3,1,1304,1,0,630,1934,1,1,1,1,1943,713,0,2656,1,0,2,1,3,1,3,8,1,1,1,1,2007,2,3,1040,1,1,1,268,58,0,0,0,0,0.96806,0.80942,0.87065,0,12,2007,2,2
2291,60,1,110,13440,1,1.0812,1,1,1,1,1,6,1,1,1,2,8,5,2006,2007,2,1,1,1,2,190,2,1,1,3,1,1,2,0,1,0,1108,1108,1,1,1,1,1148,1402,0,2550,0,0,2,1,4,1,3,11,1,1,1,3,2006,3,3,670,1,1,1,120,39,0,0,0,0,1.0006,0.47087,0.97404,0,3,2007,2,2
2292,20,1,105,15431,1,1.1005,1,1,1,1,1,6,1,1,1,1,10,5,2005,2006,2,1,1,1,2,400,3,1,1,3,1,3,1,1430,1,0,564,1994,1,1,1,1,2046,0,0,2046,1,0,2,1,2,1,3,7,1,2,1,1,2005,3,3,878,1,1,1,188,65,0,0,175,0,0.94381,2.0895,1.0683,0,8,2007,1,1
2293,20,1,107,13891,1,0.83884,1,1,1,1,1,6,1,1,1,1,9,5,2007,2007,2,1,1,1,3,456,3,1,1,3,1,3,1,1812,1,0,740,2552,1,1,1,1,2552,0,0,2552,1,0,2,0,3,1,3,8,1,2,5,1,2007,3,3,932,1,1,1,130,28,0,0,0,0,0.97817,0.6876,0.80868,0,10,2007,2,2
2294,60,1,118,13654,1,0.80818,2,1,1,3,1,6,1,1,1,2,9,5,2005,2006,1,1,2,2,2,365,2,1,1,3,1,3,2,0,1,0,1704,1704,1,1,1,1,1722,1036,0,2758,0,0,2,1,4,1,3,9,1,1,5,3,2005,3,3,814,1,1,1,282,55,0,0,0,0,0.98427,0.96535,0.82438,0,5,2007,1,1
2295,20,1,59,17169,1,1.0585,3,1,1,3,1,6,1,1,1,1,10,5,2007,2007,2,1,6,6,2,970,3,1,1,3,1,2,1,1684,1,0,636,2320,1,1,1,1,2290,0,0,2290,2,0,2,1,2,1,3,7,1,1,1,1,2007,3,3,1174,1,1,1,192,30,0,0,0,0,0.93913,1.5626,0.84491,0,8,2007,2,2
2296,60,1,134,16659,1,1.4771,2,1,1,2,1,6,1,1,1,2,8,5,2007,2008,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,1582,1582,1,1,1,1,1582,570,0,2152,0,0,2,1,3,1,2,7,1,1,1,2,2007,1,2,728,1,1,1,0,368,0,0,0,0,0.98612,1.4773,1.0885,0,6,2007,2,2
2297,60,1,82,9709,1,1.2407,2,1,1,1,1,6,1,1,1,2,8,5,2007,2007,1,1,1,1,3,120,3,1,1,3,1,3,1,778,1,0,140,918,1,1,1,1,958,1142,0,2100,1,0,2,1,3,1,3,8,1,2,1,3,2007,3,3,786,1,1,1,172,104,0,0,0,0,1.0181,1.2417,1.0886,0,9,2007,2,2
2298,20,1,94,13615,1,1.1861,2,2,1,2,2,6,1,1,1,1,9,5,2006,2006,2,1,2,2,3,510,3,1,1,3,1,3,2,0,1,0,1802,1802,1,1,1,1,1802,0,0,1802,0,0,2,1,3,1,3,7,1,1,1,1,2006,3,3,843,1,1,1,158,105,0,0,0,0,0.99641,0.013727,1.0273,0,6,2007,1,1
2299,60,1,99,13069,1,0.98958,2,1,1,1,1,6,1,1,1,2,8,5,2004,2004,1,1,1,1,2,502,2,1,1,2,1,2,2,0,1,0,1706,1706,1,1,1,1,1718,1238,0,2956,0,0,2,1,5,1,3,11,1,1,5,3,2004,2,3,916,1,1,1,194,50,0,0,0,0,0.99419,0.84868,0.86453,0,8,2007,1,1
2300,60,1,110,14277,1,1.1977,1,1,1,1,1,6,1,1,1,2,8,5,2003,2003,1,1,1,1,2,280,2,1,1,3,1,4,1,938,1,0,379,1317,1,1,1,1,1217,1168,0,2385,1,0,2,1,3,1,2,7,1,1,1,1,2003,3,3,818,1,1,1,192,228,0,0,0,0,0.98953,1.5205,0.86442,0,1,2007,1,1
2301,60,1,60.058,12568,1,1.3156,1,1,1,1,1,6,1,1,1,2,8,5,2007,2007,2,1,1,1,3,246,2,1,1,3,1,2,1,669,1,0,226,895,1,1,1,1,895,923,0,1818,1,0,2,1,3,1,3,8,1,1,1,1,2007,3,3,774,1,1,1,196,104,0,0,0,0,1.0167,-0.068938,1.0292,0,8,2007,2,2
2302,20,1,70,9926,1,1.0989,2,1,1,1,1,6,1,1,1,1,7,5,2005,2006,1,1,1,1,2,210,2,1,1,2,1,4,1,1178,1,0,436,1614,1,1,1,1,1614,0,0,1614,1,0,2,0,3,1,2,7,1,0,-0.023909,1,2005,2,3,878,1,1,1,100,38,0,0,0,0,0.99097,1.1666,0.94805,0,5,2007,1,1
2303,20,1,71,9254,1,1.2892,2,1,1,1,1,6,1,1,1,1,8,5,2005,2005,1,1,1,1,2,210,2,1,1,2,1,1,1,119,1,0,1602,1721,1,1,1,1,1721,0,0,1721,1,0,2,0,3,1,2,7,1,0,-0.73087,1,2005,2,2,554,1,1,1,168,27,0,0,0,0,0.98303,1.5426,0.97585,0,1,2007,1,1
2304,60,1,92,10732,1,1.2595,2,1,1,2,1,6,1,1,1,2,8,5,2006,2007,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,1298,1298,1,1,1,1,1298,530,0,1828,0,0,2,1,3,1,2,7,1,0,0.30795,3,2006,2,3,876,1,1,1,0,40,0,0,0,0,0.97995,1.3406,1.0613,0,2,2007,2,2
2305,120,1,34,3901,1,1.2558,1,1,1,1,1,6,1,1,4,1,6,5,2005,2006,1,1,1,1,3,182,2,1,1,2,1,2,3,866,1,0,436,1302,1,1,1,1,1302,0,0,1302,1,0,1,1,1,1,2,5,1,1,1,1,2005,2,2,631,1,1,1,110,50,0,0,0,0,0.99956,1.9591,1.0914,0,8,2007,2,2
2306,120,1,34,3903,1,1.31,1,1,1,1,1,6,1,1,4,1,6,5,2005,2006,1,1,1,1,3,182,2,1,1,2,1,2,3,1030,1,0,272,1302,1,1,1,1,1302,0,0,1302,1,0,1,1,1,1,2,5,1,1,1,1,2005,2,2,631,1,1,1,110,50,0,0,0,0,0.99521,2.1372,1.0343,0,5,2007,1,1
2307,120,1,41,6289,1,1.2343,2,1,1,1,1,6,1,1,2,1,6,5,2005,2006,1,1,1,1,3,256,2,1,1,2,1,2,3,762,1,0,600,1362,1,1,1,1,1362,0,0,1362,1,0,2,0,2,1,2,6,1,1,1,1,2005,2,2,460,1,1,1,192,28,0,0,0,0,1.0069,1.2588,1.0364,0,6,2007,1,1
2308,120,1,34,4590,1,1.33,1,1,1,1,1,6,1,1,4,1,8,5,2006,2006,1,1,1,1,3,108,2,1,1,2,3,4,1,24,1,0,1530,1554,1,1,1,1,1554,0,0,1554,0,0,2,0,2,1,2,6,1,1,1,1,2006,2,2,627,1,1,1,156,73,0,0,0,0,1.0234,1.3515,0.87891,0,5,2007,5,1
2309,120,1,48,7841,1,1.3853,2,1,1,1,1,6,1,1,2,1,9,5,2005,2005,2,1,2,2,2,394,3,1,1,3,1,1,1,848,1,0,729,1577,1,1,1,1,1577,0,0,1577,1,0,2,0,2,1,3,6,1,1,1,1,2005,2,2,564,1,1,1,203,39,0,0,0,0,0.97225,0.85161,0.9152,0,5,2007,1,1
2310,120,1,48,6240,1,1.325,1,1,1,1,1,6,1,1,2,1,8,5,2006,2006,2,1,2,2,2,176,2,1,1,2,1,1,1,24,1,0,1300,1324,1,1,1,1,1324,0,0,1324,0,0,2,0,2,1,2,6,1,1,1,1,2006,3,2,550,1,1,1,0,38,0,0,0,0,0.99673,0.81745,1.0538,0,9,2007,2,2
2311,120,1,48,3242,1,1.4804,1,1,1,1,1,6,1,1,2,1,7,5,2003,2003,1,1,1,7,3,235,2,1,1,2,1,1,1,1000,1,0,405,1405,1,1,1,1,1405,0,0,1405,1,0,2,0,2,1,2,6,1,1,1,1,2003,2,2,478,1,1,1,136,36,0,0,0,0,0.99499,1.684,1.0326,0,3,2007,1,1
2312,60,1,59,15810,1,1.1391,2,1,1,1,1,7,4,1,1,2,6,5,2007,2007,1,1,1,1,1.5169,-0.0046378,2,1,2,2,1,1,2,0,1,0,768,768,1,1,1,1,768,728,0,1496,0,0,3,0,3,1,2,7,1,0,1.0257,1,2007,1,2,572,1,1,1,100,0,0,0,0,0,1.0178,0.99396,1.0555,0,5,2007,2,2
2313,60,1,65,10237,1,1.0294,1,1,1,1,1,7,4,1,1,2,6,5,2005,2006,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,768,768,1,1,1,1,768,768,0,1536,0,0,2,1,3,1,2,6,1,1,1,1,2005,3,2,400,1,1,1,100,38,0,0,0,0,0.99593,1.5118,0.96539,0,6,2007,1,1
2314,60,1,58,13204,1,1.3255,2,1,1,1,1,7,4,1,1,2,7,5,2006,2007,1,1,1,1,3,44,1,1,1,2,1,1,2,0,1,0,608,608,1,1,1,1,608,850,0,1458,0,0,2,0,3,1,2,6,1,0,-0.34726,3,2007,3,2,454,1,1,1,100,33,0,0,0,0,1.0128,0.41327,1.1071,0,5,2007,2,2
2315,60,1,62,8857,1,1.203,2,1,1,1,1,7,1,1,1,2,6,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,738,738,1,1,1,1,738,757,0,1495,0,0,2,1,3,1,2,7,1,1,1,1,2006,2,2,440,1,1,1,100,30,0,0,0,0,1.0111,1.2543,1.0784,0,3,2007,2,2
2316,60,1,63,9729,1,1.2724,2,1,1,1,1,7,1,1,1,2,6,5,2006,2007,1,1,1,1,1,0,2,1,1,2,1,1,2,0,1,0,698,698,1,1,1,1,698,1048,0,1746,1,0,2,1,3,1,2,6,1,1,1,3,2007,1,3,350,1,1,1,0,34,0,0,0,0,0.99751,1.7416,1.0362,0,6,2007,2,2
2317,20,1,88,12216,1,0.80295,2,1,1,2,1,7,1,1,1,1,6,5,2005,2005,1,1,1,1,1,0,1,1,1,2,1,2,1,918,1,0,408,1326,1,1,1,1,1326,0,0,1326,1,0,2,0,3,1,2,6,1,0,0.80572,1,2005,3,2,388,1,1,1,120,23,0,0,0,0,0.99085,0.84309,1,2000,6,2007,1,1
2318,60,1,72,8229,1,1.0519,2,1,1,1,1,7,1,1,1,2,6,5,2007,2007,1,1,1,1,3,22,2,1,1,2,1,2,2,0,1,0,752,752,1,1,1,1,752,752,0,1504,0,0,2,1,3,1,2,6,1,0,0.064779,1,2007,3,2,440,1,1,1,100,32,0,0,0,0,1.0216,0.25886,1.1635,0,12,2007,2,2
2319,60,1,64,7713,1,1.1931,1,1,1,1,1,7,1,1,1,2,7,5,2007,2007,1,1,1,1,3,16,2,1,1,2,1,1,2,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,2,7,1,0,-0.20943,1,2007,3,2,400,1,1,1,100,24,0,0,0,0,1.0218,0.64767,1.1577,0,7,2007,2,2
2320,20,1,64,7697,1,1.1542,1,1,1,1,1,7,1,1,1,1,7,6,2007,2007,1,1,1,1,2,0,2,1,1,2,1,1,2,0,1,0,1246,1246,1,1,1,1,1258,0,0,1258,0,0,2,0,3,1,2,6,1,0,-0.35147,1,2007,2,2,462,1,1,1,0,0,0,0,0,0,1.0005,1.096,1.1187,0,8,2007,2,2
2321,120,1,60.021,3621,1,0.99084,1,1,1,1,1,24,1,1,2,1,8,5,2003,2003,2,1,1,1,2,72,2,1,1,2,1,3,1,1084,1,0,322,1406,1,1,1,1,1589,0,0,1589,1,0,2,0,2,1,2,7,1,1,2,1,2003,3,3,630,1,1,1,143,20,0,0,0,0,0.9917,0.85936,0.92257,0,11,2007,1,1
2322,20,1,53,3710,1,1.0601,1,1,1,1,1,24,1,1,1,1,7,5,2007,2007,1,1,1,1,2,16,2,1,1,2,1,2,2,0,1,0,1266,1266,1,1,1,1,1266,0,0,1266,0,0,2,0,2,1,2,6,1,1,1,1,2007,3,2,388,1,1,1,100,16,0,0,0,0,1.014,1.4956,1.0942,0,8,2007,2,2
2323,80,1,65,16219,1,1.2073,3,1,1,1,1,7,1,1,1,4,7,5,2004,2005,1,1,1,1,1,0,2,1,1,2,1,3,1,779,1,0,56,835,1,1,1,1,1119,0,0,1119,1,0,2,0,2,1,2,5,1,0,-0.090912,1,2004,3,2,437,1,1,1,100,24,0,0,0,0,0.96569,0.9899,0.90642,0,4,2007,1,1
2324,80,1,87,11084,1,1.0623,2,1,1,2,1,7,1,1,1,4,7,5,2004,2004,1,1,1,1,1,0,2,1,1,2,1,1,1,192,1,0,192,384,1,1,1,1,744,630,0,1374,1,0,2,1,3,1,2,8,1,1,1,3,2004,3,2,400,1,1,1,100,0,0,0,0,0,0.99742,1.6603,1.1872,0,6,2007,1,4
2325,20,1,59,10936,1,1.188,2,1,1,1,1,7,1,1,1,1,7,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,2,2,0,1,0,1510,1510,1,1,1,1,1525,0,0,1525,0,0,2,1,3,1,2,6,1,1,1,1,2006,2,2,534,1,1,1,100,18,0,0,0,0,0.98948,1.5628,1.0089,0,4,2007,2,2
2326,80,1,60.006,11950,1,1.1868,2,1,1,2,1,7,1,1,1,4,7,5,2003,2003,1,1,1,1,1.8862,-0.00072537,2,1,1,2,1,1,2,0,1,0,384,384,1,1,1,1,754,640,0,1394,0,0,2,1,3,1,2,7,1,1,2,3,2003,3,2,400,1,1,1,100,0,0,0,0,0,0.99592,1.4498,1.0465,0,10,2007,1,1
