Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
762,30,126316,60.0,6911,181130,164754,180183,180950,177934,179956,124834,142475,181169,185763,175985,5,5,1924,1950,171483,179803,149841,148386,156221.0,0.0,144341,184034,225230,140759.0,183632.0,192789.0,151852.0,405,184694.0,0,740,1145,182021,142362,186186,186825.0,1301,0,0,1301,0,0,1,0,2,1,105565,5,146385,0,134091.0,1965.0,142156.0,2,440,187489.0,187885.0,186433,0,0,0,0,0,0,0,10,2009,173401,175202,100000
763,60,214014,72.0,8640,181130,164754,180183,180950,176938,179956,225379,184495,181169,185763,210051,7,5,2009,2009,171483,179803,213732,214432,156221.0,0.0,144341,184034,225230,202688.0,183632.0,192789.0,235413.0,24,184694.0,0,732,756,182021,214914,186186,186825.0,764,783,0,1547,0,0,2,1,3,1,212116,7,183429,0,202892.0,2009.0,142156.0,2,614,187489.0,187885.0,186433,169,45,0,0,0,0,0,6,2010,269600,175202,215200
764,60,191004,82.0,9430,181130,164754,180183,180950,176938,179956,335295,184495,181169,185763,210051,8,5,1999,1999,171483,179803,213732,214432,204691.0,673.0,231633,184034,225230,202688.0,183632.0,192789.0,235413.0,1163,184694.0,0,89,1252,182021,214914,186186,186825.0,1268,1097,0,2365,1,0,2,1,3,1,212116,8,183429,1,202892.0,1999.0,202068.0,3,856,187489.0,187885.0,186433,0,128,0,0,180,0,0,7,2009,173401,175202,337000
765,120,191004,30.0,9549,181130,206101,180183,180950,223854,179956,238772,184495,181169,181959,175985,8,5,1995,1996,218876,179803,194573,195818,156221.0,0.0,231633,168897,225230,202688.0,213599.0,206643.0,151852.0,437,180982.0,1057,0,1494,182021,214914,186186,186825.0,1494,0,0,1494,1,0,1,1,2,1,328554,6,183429,1,202892.0,1995.0,240052.0,2,481,187489.0,187885.0,186433,0,30,0,0,216,0,0,4,2006,173401,175202,270000
766,20,191004,75.0,14587,181130,206101,180183,180950,176938,179956,225379,184495,181169,185763,175985,9,5,2008,2008,171483,179803,213732,214432,265583.0,284.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,1498,1498,182021,214914,186186,186825.0,1506,0,0,1506,0,0,2,0,2,1,328554,6,183429,1,202892.0,2008.0,240052.0,2,592,187489.0,187885.0,186433,0,174,0,0,0,0,0,8,2008,274945,272291,264132
767,60,191004,80.0,10421,181130,164754,180183,180950,176938,179956,189050,184495,181169,185763,210051,7,5,1988,1988,171483,179803,163077,167661,204691.0,42.0,144341,184034,149805,202688.0,183632.0,165652.0,235413.0,394,184694.0,0,586,980,182021,142362,186186,186825.0,980,734,0,1714,0,0,2,1,3,1,139962,7,183429,1,202892.0,1988.0,142156.0,2,496,187489.0,187885.0,186433,228,66,156,0,0,0,500,3,2010,173401,175202,196500
768,50,191004,75.0,12508,181130,206101,180183,180950,176938,179956,156270,184495,181169,185763,143116,6,7,1940,1985,171483,179803,213732,214432,156221.0,0.0,144341,184034,149805,202688.0,183632.0,192789.0,161573.0,660,184694.0,0,323,983,182021,214914,186186,186825.0,983,767,0,1750,1,0,2,0,4,1,139962,7,168393,0,202892.0,1989.0,142156.0,1,423,187489.0,187885.0,186433,245,0,156,0,0,0,1300,7,2008,173401,175202,160000
769,20,191004,70.0,9100,181130,164754,180183,180950,176938,179956,197965,184495,181169,185763,175985,7,5,2004,2005,218876,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,24,184694.0,0,1836,1860,182021,214914,186186,186825.0,1836,0,0,1836,0,0,2,0,3,1,212116,8,183429,1,202892.0,2004.0,240052.0,2,484,187489.0,187885.0,186433,120,33,0,0,0,0,0,10,2006,173401,175202,216837
770,60,191004,47.0,53504,181130,239833,231533,180950,223854,196734,310499,184495,181169,185763,210051,8,5,2003,2003,218876,179803,231690,161328,204691.0,603.0,367360,184034,225230,202688.0,183632.0,257689.0,161573.0,1416,184694.0,0,234,1650,182021,214914,186186,186825.0,1690,1589,0,3279,1,0,3,1,4,1,328554,12,168393,1,254751.0,2003.0,240052.0,3,841,187489.0,187885.0,186433,503,36,0,0,210,0,0,6,2010,173401,175202,538000
771,85,191004,60.0,7252,181130,206101,180183,180950,223854,179956,136793,184495,181169,185763,135074,5,5,1982,1982,218876,179803,149841,148386,156221.0,0.0,144341,184034,149805,202688.0,183632.0,206643.0,235413.0,685,184694.0,0,173,858,182021,142362,186186,186825.0,858,0,0,858,1,0,1,0,2,1,139962,5,183429,0,134091.0,1983.0,142156.0,2,576,187489.0,187885.0,186433,120,0,0,0,0,0,0,4,2009,173401,175202,134900
772,20,191004,67.0,8877,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,175985,4,5,1951,1951,171483,179803,149841,148386,156221.0,0.0,144341,184034,149805,115692.0,121809.0,165652.0,151852.0,836,184694.0,0,0,836,182021,142362,186186,107675.0,1220,0,0,1220,0,0,1,0,2,1,139962,6,183429,0,134091.0,1951.0,142156.0,2,396,187489.0,187885.0,186433,0,0,0,0,0,0,0,4,2006,143973,175202,102000
773,80,191004,94.0,7819,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,166703,6,5,1976,1976,171483,179803,175942,168112,156221.0,0.0,144341,184034,149805,140759.0,183632.0,206643.0,161573.0,422,151101.0,127,480,1029,182021,142362,186186,186825.0,1117,0,0,1117,1,0,1,0,3,1,139962,6,183429,1,134091.0,1976.0,142156.0,2,672,187489.0,187885.0,186433,144,0,0,0,0,0,0,3,2010,173401,146526,107000
774,20,191004,70.0,10150,181130,164754,180183,180950,176938,179956,145847,142475,181169,185763,175985,5,5,1958,1958,171483,179803,149841,148386,156221.0,1.0,144341,184034,149805,140759.0,183632.0,165652.0,146889.0,456,184694.0,0,456,912,182021,214914,186186,122196.0,912,0,0,912,0,0,1,0,2,1,139962,5,183429,0,202892.0,1958.0,202068.0,1,275,187489.0,187885.0,186433,0,0,0,0,0,0,0,7,2007,143973,175202,114500
775,20,191004,110.0,14226,181130,164754,180183,180950,181623,179956,316270,184495,181169,185763,175985,8,5,2006,2006,218876,179803,213732,214432,204691.0,375.0,231633,184034,225230,202688.0,183632.0,206643.0,170670.0,0,184694.0,0,1935,1935,182021,156858,186186,186825.0,1973,0,0,1973,0,0,2,0,3,1,212116,9,183429,1,202892.0,2006.0,240052.0,3,895,187489.0,187885.0,186433,315,45,0,0,0,0,0,7,2007,274945,272291,395000
776,120,126316,32.0,4500,181130,164754,180183,180950,177934,179956,156270,184495,181169,181959,175985,6,5,1998,1998,218876,179803,213732,214432,204691.0,320.0,144341,184034,225230,327041.0,183632.0,165652.0,235413.0,866,184694.0,0,338,1204,182021,214914,186186,186825.0,1204,0,0,1204,1,0,2,0,2,1,139962,5,183429,0,202892.0,1998.0,240052.0,2,412,187489.0,187885.0,186433,0,247,0,0,0,0,0,6,2009,173401,175202,162000
777,20,191004,86.0,11210,181130,206101,180183,180950,176938,179956,197965,184495,181169,185763,175985,7,5,2005,2006,171483,179803,213732,214432,204691.0,240.0,231633,184034,225230,202688.0,183632.0,206643.0,235413.0,20,184694.0,0,1594,1614,182021,214914,186186,186825.0,1614,0,0,1614,0,0,2,0,3,1,212116,7,183429,0,202892.0,2005.0,202068.0,3,865,187489.0,187885.0,186433,144,59,0,0,0,0,0,7,2006,274945,272291,221500
778,20,191004,100.0,13350,181130,206101,180183,180950,176938,179956,136793,184495,181169,185763,175985,5,5,1974,1974,218876,179803,163077,168112,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,161573.0,762,184694.0,0,102,864,182021,142362,186186,186825.0,894,0,0,894,1,0,1,0,3,1,139962,5,183429,1,202892.0,1974.0,142156.0,2,440,187489.0,187885.0,186433,241,0,0,0,0,0,0,6,2006,173401,175202,142500
779,90,131558,60.0,8400,181130,164754,180183,180950,176938,179956,186555,142475,181169,133541,175985,5,5,1977,1977,171483,179803,175942,168112,204691.0,320.0,144341,184034,107365,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,0,0,182021,142362,186186,186825.0,2020,0,0,2020,0,0,2,0,4,2,139962,10,183429,2,134091.0,1977.0,142156.0,2,630,187489.0,187885.0,186433,0,0,0,0,0,0,0,10,2007,173401,175202,144000
780,90,191004,78.0,10530,181130,164754,180183,180950,176938,179956,156270,184495,181169,133541,135074,6,5,1977,1977,171483,179803,175942,252070,204691.0,90.0,144341,184034,149805,202688.0,183632.0,257689.0,235413.0,975,184694.0,0,0,975,182021,142362,186186,186825.0,1004,0,0,1004,1,0,1,0,2,1,139962,4,183429,0,202892.0,1977.0,142156.0,2,504,187489.0,187885.0,186433,0,0,0,0,0,0,0,5,2006,173401,175202,135000
781,20,191004,63.0,7875,181130,164754,180183,180950,176938,179956,192854,184495,181169,185763,175985,7,5,1995,1996,171483,179803,163077,167661,204691.0,38.0,144341,184034,225230,202688.0,213599.0,165652.0,170670.0,0,184694.0,0,1237,1237,182021,156858,186186,186825.0,1253,0,0,1253,0,0,2,0,3,1,139962,6,183429,1,202892.0,1995.0,240052.0,2,402,187489.0,187885.0,186433,220,21,0,0,0,0,0,6,2007,173401,175202,176000
782,60,191004,65.0,7153,181130,164754,180183,180950,176938,179956,186555,184495,181169,185763,210051,6,5,1992,1992,171483,179803,213732,214432,156221.0,0.0,231633,168897,225230,202688.0,183632.0,165652.0,161573.0,387,184694.0,0,374,761,182021,214914,186186,186825.0,810,793,0,1603,0,0,2,1,3,1,212116,7,183429,0,202892.0,1992.0,202068.0,2,484,187489.0,187885.0,186433,0,124,0,0,0,0,0,7,2006,173401,175202,175900
783,20,191004,67.0,16285,181130,239833,180183,180950,176938,179956,197965,184495,181169,185763,175985,7,5,2001,2002,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,1413,1413,182021,214914,186186,186825.0,1430,0,0,1430,0,0,2,0,3,1,212116,6,183429,0,202892.0,2001.0,202068.0,2,605,187489.0,187885.0,186433,0,33,0,0,0,0,0,6,2009,173401,175202,187100
784,85,191004,60.0,9101,181130,206101,180183,180950,181623,179956,156270,184495,181169,185763,135074,5,6,1978,1978,171483,179803,175942,168112,204691.0,104.0,144341,168897,225230,202688.0,183632.0,206643.0,235413.0,1097,184694.0,0,0,1097,182021,214914,186186,186825.0,1110,0,0,1110,1,0,1,0,1,1,212116,4,183429,1,202892.0,1978.0,240052.0,2,602,187489.0,187885.0,186433,303,30,0,0,0,0,0,7,2009,173401,175202,165500
785,75,126316,35.0,6300,181130,164754,180183,180950,176938,179956,128225,184495,181169,185763,157354,6,6,1914,2001,171483,179803,149841,161328,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,742,742,182021,214914,186186,186825.0,742,742,0,1484,0,0,2,0,3,1,139962,9,183429,1,202892.0,2005.0,142156.0,0,0,187489.0,187885.0,186433,0,291,134,0,0,0,0,6,2008,173401,175202,128000
786,20,191004,60.0,9790,181130,164754,180183,180950,176938,179956,189050,142475,181169,185763,175985,6,5,1967,1967,171483,179803,194573,148386,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,146889.0,251,164364.0,630,491,1372,182021,142362,186186,186825.0,1342,0,0,1342,0,0,2,0,3,1,139962,7,183429,1,202892.0,1967.0,142156.0,2,457,187489.0,187885.0,186433,0,0,0,0,197,0,0,9,2009,173401,175202,161500
787,50,126316,60.0,10800,181130,164754,180183,180950,176938,179956,128225,135091,181169,185763,143116,5,6,1915,1950,171483,179803,149422,149803,156221.0,0.0,144341,168897,225230,115692.0,183632.0,165652.0,151852.0,686,184694.0,0,0,686,182021,142362,186186,186825.0,966,686,0,1652,1,0,2,0,4,1,139962,7,183429,0,134091.0,1961.0,142156.0,1,416,187489.0,187885.0,186433,0,0,196,0,0,0,1200,6,2010,173401,175202,139000
788,60,191004,76.0,10142,181130,206101,180183,180950,176938,179956,186555,184495,181169,185763,210051,7,5,2004,2004,171483,179803,213732,214432,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,656,184694.0,0,300,956,182021,214914,186186,186825.0,956,1128,0,2084,1,0,2,1,4,1,212116,8,183429,0,254751.0,2004.0,202068.0,2,618,187489.0,187885.0,186433,0,45,0,0,0,0,0,1,2010,173401,175202,233000
789,20,126316,50.0,6000,181130,164754,180183,180950,181623,179956,128225,184495,181169,185763,175985,4,7,1954,2000,171483,179803,149422,149803,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,901,901,182021,214914,186186,186825.0,901,0,0,901,0,0,1,0,2,1,139962,4,183429,0,134091.0,1954.0,142156.0,1,281,123573.0,187885.0,186433,0,0,0,0,0,0,0,8,2008,173401,175202,107900
790,60,191004,60.0,12205,181130,206101,203661,180950,176938,179956,212565,184495,181169,185763,210051,6,8,1966,2007,171483,179803,163077,167661,204691.0,157.0,144341,184034,149805,140759.0,121809.0,257689.0,151852.0,568,184694.0,0,264,832,182021,156858,186186,186825.0,976,1111,0,2087,0,0,2,1,5,1,212116,9,183429,0,202892.0,1966.0,240052.0,2,444,187489.0,187885.0,186433,133,168,0,0,0,0,0,7,2007,173401,175202,187500
791,120,191004,43.0,3182,181130,164754,180183,180950,176938,179956,194870,184495,181169,181959,175985,7,5,2005,2006,171483,179803,213732,214432,204691.0,11.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,16,184694.0,0,1129,1145,182021,214914,186186,186825.0,1145,0,0,1145,0,0,2,0,2,1,212116,5,183429,1,202892.0,2005.0,240052.0,2,397,187489.0,187885.0,186433,100,16,0,0,0,0,0,9,2009,173401,175202,160200
792,80,191004,60.0,11333,181130,206101,180183,180950,181623,179956,156270,184495,181169,185763,166703,6,5,1976,1976,171483,179803,163077,167661,156221.0,0.0,144341,184034,225230,202688.0,183632.0,206643.0,161573.0,539,184694.0,0,490,1029,182021,142362,186186,186825.0,1062,0,0,1062,1,0,1,0,3,1,139962,5,183429,2,202892.0,1976.0,202068.0,2,539,187489.0,187885.0,186433,120,0,0,0,0,0,0,5,2007,173401,175202,146800
793,60,191004,92.0,9920,181130,206101,180183,180950,223854,179956,335295,184495,181169,185763,210051,7,5,1996,1997,171483,179803,149422,149803,156221.0,0.0,231633,184034,225230,202688.0,183632.0,206643.0,235413.0,862,184694.0,0,255,1117,182021,214914,186186,186825.0,1127,886,0,2013,1,0,2,1,3,1,139962,8,183429,1,202892.0,1997.0,142156.0,2,455,187489.0,187885.0,186433,180,130,0,0,0,0,0,6,2007,173401,175202,269790
794,20,191004,76.0,9158,181130,164754,180183,180950,176938,179956,225379,184495,181169,185763,175985,8,5,2007,2007,171483,179803,231690,230093,265583.0,140.0,231633,184034,225230,202688.0,183632.0,206643.0,170670.0,0,184694.0,0,1496,1496,182021,214914,186186,186825.0,1496,0,0,1496,0,0,2,0,3,1,212116,7,183429,0,202892.0,2007.0,240052.0,2,474,187489.0,187885.0,186433,168,130,0,0,0,0,0,6,2007,274945,272291,225000
795,60,191004,60.0,10832,181130,206101,180183,180950,181623,179956,192854,184495,181169,185763,210051,7,5,1994,1996,171483,179803,149422,149803,156221.0,0.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,712,712,182021,214914,186186,186825.0,1086,809,0,1895,0,0,2,1,3,1,212116,7,183429,1,202892.0,1994.0,240052.0,2,409,187489.0,187885.0,186433,143,46,0,0,0,0,500,10,2008,173401,175202,194500
796,60,191004,70.0,8400,181130,164754,180183,180950,176938,179956,186555,184495,181169,185763,210051,6,6,1980,1981,171483,179803,163077,167661,204691.0,130.0,144341,184034,149805,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,650,650,182021,142362,186186,186825.0,888,676,0,1564,0,0,2,1,3,1,139962,7,183429,1,202892.0,1980.0,142156.0,2,476,187489.0,187885.0,186433,0,50,0,0,204,0,0,4,2010,173401,175202,171000
797,20,191004,71.0,8197,181130,164754,180183,180950,176938,179956,136793,184495,181169,185763,175985,6,5,1977,1977,171483,179803,175942,168112,204691.0,148.0,144341,184034,149805,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,660,660,182021,214914,186186,186825.0,1285,0,0,1285,0,0,1,1,3,1,139962,7,183429,1,202892.0,1977.0,202068.0,2,528,187489.0,187885.0,186433,138,0,0,0,0,0,0,4,2007,173401,175202,143500
798,20,191004,57.0,7677,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,175985,5,5,1953,1953,171483,179803,213732,214432,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,149493.0,570,184694.0,0,203,773,182021,156858,186186,186825.0,773,0,0,773,0,0,1,0,2,1,139962,4,183429,0,202892.0,1953.0,142156.0,1,240,187489.0,187885.0,186433,0,0,0,0,0,0,0,4,2008,173401,146526,110000
799,60,191004,104.0,13518,181130,164754,180183,180950,176938,179956,316270,184495,181169,185763,210051,9,5,2008,2009,218876,179803,213732,214432,265583.0,860.0,367360,184034,225230,327041.0,183632.0,165652.0,170670.0,0,184694.0,0,1926,1926,182021,214914,186186,186825.0,1966,1174,0,3140,0,0,3,1,4,1,328554,11,183429,2,254751.0,2009.0,240052.0,3,820,187489.0,187885.0,186433,144,78,0,0,0,0,0,7,2009,274945,272291,485000
800,50,191004,60.0,7200,181130,164754,180183,180950,181623,179956,142591,142475,181169,185763,143116,5,7,1937,1950,171483,179803,149841,148386,204691.0,252.0,144341,184034,132291,202688.0,183632.0,165652.0,161573.0,569,184694.0,0,162,731,182021,214914,186186,186825.0,981,787,0,1768,1,0,1,1,3,1,212116,7,183429,2,134091.0,1939.0,142156.0,1,240,187489.0,187885.0,186433,0,0,264,0,0,0,0,6,2007,173401,175202,175000
801,60,191004,79.0,12798,181130,206101,231533,180950,176938,196734,212565,142475,181169,185763,210051,6,5,1997,1997,171483,179803,213732,214432,156221.0,0.0,144341,184034,225230,202688.0,183632.0,257689.0,235413.0,462,184694.0,0,154,616,182021,156858,186186,186825.0,616,1072,0,1688,1,0,2,1,4,1,212116,8,183429,0,202892.0,1997.0,202068.0,2,603,187489.0,187885.0,186433,403,114,185,0,0,0,400,5,2008,173401,175202,200000
802,30,126316,40.0,4800,181130,164754,180183,180950,176938,179956,100123,184495,181169,185763,175985,4,7,1916,1990,171483,179803,149422,149803,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,151852.0,197,184694.0,0,999,1196,182021,214914,186186,122196.0,1196,0,0,1196,1,0,1,0,2,1,139962,5,183429,0,134091.0,1957.0,142156.0,2,440,187489.0,187885.0,186433,0,0,0,0,0,0,0,7,2007,173401,175202,109900
803,60,191004,63.0,8199,181130,164754,180183,180950,176938,179956,197965,184495,181169,185763,210051,7,5,2005,2005,171483,179803,150655,161328,156221.0,0.0,231633,184034,225230,202688.0,183632.0,206643.0,235413.0,648,184694.0,0,80,728,182021,214914,186186,186825.0,728,728,0,1456,1,0,2,1,3,1,212116,7,183429,1,202892.0,2005.0,240052.0,2,410,187489.0,187885.0,186433,36,18,0,0,0,0,0,10,2008,173401,175202,189000
804,60,191004,107.0,13891,181130,164754,180183,180950,176938,179956,316270,184495,181169,185763,210051,9,5,2008,2009,218876,179803,213732,214432,265583.0,424.0,367360,184034,225230,327041.0,183632.0,257689.0,170670.0,0,184694.0,0,1734,1734,182021,214914,186186,186825.0,1734,1088,0,2822,0,0,3,1,4,1,328554,12,183429,1,254751.0,2009.0,202068.0,3,1020,187489.0,187885.0,186433,52,170,0,0,192,0,0,1,2009,274945,272291,582933
805,20,191004,75.0,9000,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,175985,5,5,1954,1954,171483,179803,149841,148386,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,151852.0,812,184694.0,0,124,936,182021,142362,186186,186825.0,1128,0,0,1128,0,0,1,0,2,1,139962,5,146385,0,202892.0,1954.0,142156.0,1,286,187489.0,187885.0,186433,0,0,0,0,0,0,0,6,2006,173401,149600,118000
806,20,191004,91.0,12274,181130,206101,180183,180950,177934,179956,225379,184495,181169,185763,175985,7,5,2008,2008,171483,179803,213732,214432,265583.0,256.0,231633,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,1417,1417,182021,214914,186186,186825.0,1428,0,0,1428,0,0,2,0,3,1,328554,6,183429,0,202892.0,2008.0,202068.0,2,554,187489.0,187885.0,186433,0,60,0,0,0,0,0,7,2008,274945,272291,227680
807,80,191004,75.0,9750,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,166703,5,5,1967,1967,171483,179803,213732,214432,156221.0,0.0,144341,184034,225230,140759.0,183632.0,206643.0,161573.0,400,164917.0,480,100,980,182021,156858,186186,186825.0,980,0,0,980,0,0,2,0,3,1,139962,6,183429,0,202892.0,1967.0,240052.0,1,384,187489.0,187885.0,186433,68,0,0,0,0,0,0,10,2006,173401,175202,135500
808,70,191004,144.0,21384,181130,164754,180183,180950,176938,179956,124834,184495,181169,185763,210051,5,6,1923,2004,171483,179803,149841,148386,156221.0,0.0,144341,184034,149805,140759.0,183632.0,257689.0,235413.0,1309,184694.0,0,15,1324,182021,214914,186186,186825.0,1072,504,0,1576,2,0,1,1,3,1,212116,6,183429,1,202892.0,1923.0,202068.0,2,528,187489.0,187885.0,186433,0,312,0,0,0,0,0,5,2009,173401,175202,223500
809,80,191004,85.0,13400,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,166703,5,5,1966,1966,171483,179803,213732,214432,204691.0,1047.0,144341,184034,149805,140759.0,183632.0,206643.0,161573.0,516,151101.0,128,380,1024,182021,142362,186186,186825.0,1086,0,0,1086,1,0,1,0,3,1,139962,6,183429,1,202892.0,1966.0,202068.0,2,484,187489.0,187885.0,186433,0,0,0,0,0,0,0,6,2006,173401,175202,159950
810,75,126316,90.0,8100,181130,164754,180183,180950,181623,179956,128225,184495,181169,185763,157354,5,5,1898,1965,218876,179803,107385,114060,156221.0,0.0,144341,184034,225230,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,849,849,182021,142362,105264,122196.0,1075,1063,0,2138,0,0,2,0,2,3,139962,11,183429,0,134091.0,1910.0,142156.0,2,360,123573.0,108500.0,115039,40,156,0,0,0,0,0,11,2009,173401,175202,106000
811,20,191004,78.0,10140,181130,164754,180183,180950,176938,179956,189050,184495,181169,185763,175985,6,6,1974,1999,218876,179803,163077,167661,204691.0,99.0,144341,184034,149805,140759.0,183632.0,165652.0,161573.0,663,164364.0,377,0,1040,182021,123919,186186,186825.0,1309,0,0,1309,1,0,1,1,3,1,212116,5,183429,1,202892.0,1974.0,202068.0,2,484,187489.0,187885.0,186433,265,0,0,0,0,648,0,1,2006,173401,175202,181000
812,120,126316,60.0,4438,181130,164754,180183,180950,176938,179956,197965,184495,181169,181959,175985,6,5,2004,2004,171483,179803,213732,214432,204691.0,169.0,231633,184034,225230,202688.0,183632.0,257689.0,235413.0,662,184694.0,0,186,848,182021,214914,186186,186825.0,848,0,0,848,1,0,1,0,1,1,212116,4,183429,1,202892.0,2004.0,240052.0,2,420,187489.0,187885.0,186433,140,0,0,0,0,0,0,6,2008,138780,175202,144500
813,20,74528,66.0,8712,130190,164754,143104,180950,176938,196734,100123,184495,181169,185763,175985,5,5,1952,1952,218876,179803,149841,148386,156221.0,0.0,87985,184034,149805,140759.0,183632.0,206643.0,170670.0,0,184694.0,0,540,540,182021,142362,105264,122196.0,1044,0,0,1044,0,0,1,0,2,1,105565,4,183429,0,160570.0,1952.0,142156.0,2,504,187489.0,187885.0,115039,0,0,0,0,0,0,54,6,2010,173401,167377,55993
814,20,191004,75.0,9750,181130,164754,180183,180950,176938,179956,145847,184495,181169,185763,175985,6,6,1958,1958,171483,179803,149422,149803,204691.0,243.0,144341,184034,149805,140759.0,183632.0,165652.0,146889.0,608,184694.0,0,834,1442,182021,156858,186186,186825.0,1442,0,0,1442,0,0,1,1,4,1,139962,7,183429,0,202892.0,1958.0,202068.0,1,301,187489.0,187885.0,186433,0,0,275,0,0,0,500,4,2007,143973,175202,157900
815,50,191004,45.0,8248,181130,164754,180183,180950,176938,179956,128219,184495,181169,185763,143116,5,7,1918,1950,171483,179803,162990,155905,156221.0,0.0,144341,184034,132291,140759.0,183632.0,165652.0,170670.0,0,184694.0,0,686,686,166632,156858,186186,186825.0,686,564,0,1250,0,1,1,1,3,1,105565,7,183429,0,134091.0,1955.0,142156.0,1,280,187489.0,187885.0,132330,207,0,96,0,0,0,0,7,2006,173401,175202,116000
816,20,191004,48.0,12137,181130,239833,180183,180950,223854,179956,197965,184495,181169,185763,175985,7,5,1998,1998,171483,179803,213732,214432,204691.0,442.0,144341,184034,225230,202688.0,183632.0,165652.0,170670.0,0,184694.0,0,1649,1649,182021,214914,186186,186825.0,1661,0,0,1661,0,0,2,0,3,1,212116,6,183429,0,202892.0,1998.0,202068.0,2,598,187489.0,187885.0,186433,0,34,0,0,0,0,0,5,2010,173401,175202,224900
817,20,191004,60.0,11425,181130,206101,180183,180950,181623,179956,145847,184495,181169,185763,175985,5,6,1954,1954,171483,179803,194573,195818,156221.0,0.0,144341,184034,149805,140759.0,183632.0,165652.0,149493.0,486,184694.0,0,522,1008,182021,156858,186186,186825.0,1008,0,0,1008,0,0,1,0,2,1,139962,4,183429,1,202892.0,1954.0,202068.0,1,275,187489.0,187885.0,186433,0,0,120,0,0,0,0,7,2006,173401,175202,137000
818,20,191004,60.0,13265,181130,206101,180183,180950,223854,179956,156270,184495,181169,185763,175985,8,5,2002,2002,218876,179803,231690,230093,204691.0,148.0,231633,184034,225230,202688.0,183632.0,165652.0,235413.0,1218,184694.0,0,350,1568,182021,214914,186186,186825.0,1689,0,0,1689,1,0,2,0,3,1,212116,7,183429,2,202892.0,2002.0,202068.0,3,857,187489.0,187885.0,186433,150,59,0,0,0,0,0,7,2008,173401,175202,271000
819,80,191004,80.0,8816,181130,164754,180183,180950,176938,179956,212565,184495,181169,185763,166703,6,7,1971,1971,171483,179803,163077,167661,204691.0,80.0,144341,184034,149805,140759.0,183632.0,206643.0,235413.0,504,184694.0,0,506,1010,182021,156858,186186,186825.0,1052,0,0,1052,1,0,1,0,3,1,139962,6,183429,0,202892.0,1971.0,142156.0,2,440,187489.0,187885.0,186433,0,0,0,0,0,0,0,6,2010,173401,175202,155000
820,120,191004,44.0,6371,181130,206101,180183,180950,176938,179956,316270,184495,181169,181959,175985,7,5,2009,2010,171483,179803,213732,214432,265583.0,128.0,231633,184034,225230,202688.0,183632.0,192789.0,235413.0,733,184694.0,0,625,1358,182021,214914,186186,186825.0,1358,0,0,1358,1,0,2,0,2,1,212116,6,183429,1,202892.0,2010.0,202068.0,2,484,187489.0,187885.0,186433,192,35,0,0,0,0,0,6,2010,274945,272291,224000
